Topic,Titles,Question,OptionA,OptionB,OptionC,OptionD,Answer
Structural Analysis,DKI and DSI – I,Which of the following is carried by truss members?,axial load,shear load,bending load,flexural load,axial load
Structural Analysis,DKI and DSI – I,State whether the following statement is true or false. Truss and column are different in physical appearance. ,true,false,w AnswerAnswer: b,"lanation: Truss and columns are similar looking, it depends on how they are used.","lanation: Truss and columns are similar looking, it depends on how they are used."
Structural Analysis,DKI and DSI – I,State whether the following statement is true or false. DSI is difference between external degree of indeterminacy and internal degree of indeterminacy. ,true,false,w AnswerAnswer: b,lanation: DSI is sum of external degree of indeterminacy and internal degree of indeterminacy.,depends upon internal hinge
Structural Analysis,DKI and DSI – I,Internal degree of indeterminacy of a beam/frame member is :-,always zero,always non-zero,can’t say,depends upon internal hinge,R – 3 – c
Structural Analysis,DKI and DSI – I,What is the general from of equation for DSI of a planar frame?,R – 1 – c,R – 2 – c,R – 3 – c,R – 4 – c,R – 6 – c
Structural Analysis,DKI and DSI – I,What is the general from of equation for DSI of a space frame?,R – 4 – c,R – 5 – c,R – 6 – c,R – 7 – c,3
Structural Analysis,DKI and DSI – I,How many extra equations are possible if 3 hinges are there in a planar frame in relation to DSI?,6,9,3,1,9
Structural Analysis,Analysis of Beams-4,"What will be the extra condition, which we will get if we conserve moment near joint B?",mBA + mCA = 0,mBA + mCB = 0,mBA + mBC = 0,mAB + mBC = 0,mBA + mBC = 0
Structural Analysis,Analysis of Beams-4,Total how many equations will be generated?,1,2,3,4,3
Structural Analysis,Analysis of Beams-4,What will be the value of rotation at point B after solving these equations?,317/EI,-117/EI,-144/EI,344/EI,-144/EI
Structural Analysis,Analysis of Beams-4,"What will be the value of mAB, after solving these equations?",108,72,-72,-108,-108
Structural Analysis,Analysis of Beams-4,"What will be the value of mBC, after solving these equations?",108,72,-72,-108,-72
Structural Analysis,Analysis of Beams-4,"What will be the value of mCB, after solving these equations?",3.09,1.54,12.86,0,0
Structural Analysis,Analysis of Beams-4,"What will be the value of mBA, after solving these equations?",108,72,-72,-108,72
Structural Analysis,Analysis of Beams-4,What will be the shear at point A?,25.5,22.5,15,-3,25.5
Structural Analysis,Analysis of Beams-4,What will be the shear at point C?,25.5,22.5,15,-3,-3
Structural Analysis,Analysis of Beams-4,What will be the support reaction at point B?,25.5,22.5,15,37.5,37.5
Structural Analysis,Analysis of Beams-4,There will be one point of discontinuity in the shear diagram of this question. State whether the above statement is true or false. ,true,false,w AnswerAnswer: a,"lanation: This statement is true as in between the beam, one external support exerts some loading.",lanation: This statement is false as no external moment is applied in between the beam.
Structural Analysis,Analysis of Beams-4,There will be one point of discontinuity in the bending moment diagram of this question. State whether the above statement is true or false. ,true,false,w AnswerAnswer: b,lanation: This statement is false as no external moment is applied in between the beam.,0
Structural Analysis,Analysis of Beams-4,What will be the final moment at point C?,-108,54.6,0,108,-108
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,Approximate analysis is done on a :-,Determinate structures,Indeterminate structures,Determinate and indeterminate structures,Depends upon load applied,Determinate structures
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,Exact analysis is referred to which type of analysis?,Statically determinate analysis,Statically indeterminate analysis,Doesn’t depend upon determinacy,Depends upon load applied,Statically indeterminate analysis
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,How many assumptions do we have to make to solve an indeterminate truss?,Always 3,Always 2,Equal to its degree of indeterminacy,One less than its degree of indeterminacy,Equal to its degree of indeterminacy
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,What is a reasonable assumption if diagonals of a truss system are long and slender?,They can’t carry tensile force,They can’t carry compressive force,They can’t carry force,They can’t carry large force,They can’t carry compressive force
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,"If a long and slender diagonal is appearing to carry compressive load, then it is assumed that:-",It carries a tensile load,It carries a compressive load,It carries no load,It carries large load,It carries no load
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,"If both diagonal members are constructed from channels, then the how much load will be carried by compressive member?",0,1/4 th of panel shear,Half of panel shear,3/4 th of panel shear,Half of panel shear
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,In which case is only members within a localized region of structure are considered?,When disturbance within a member causes a lot of disturbances in outside region,When disturbance within a member causes little of disturbances in outside region,When lower loads are applied,When larger loads are applied,When disturbance within a member causes little of disturbances in outside region
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,Points of inflection can be considered as:-,Pin support,Roller support,Link support,Pin,Pin
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,If a beam is supported by fixed support at both its end then point of inflection will lie at what distance from end points (L is length of beam).,0,0.11L,0.21L,0.31L,0.21L
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,If a beam is supported by pin supports at both its end then point of inflection will lie at what distance from end points (L is length of beam).,0,0.11L,0.21L,0.31L,0
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,"In actual cases, at what distance are point of inflections assumed from end points (L is length of beam).",0,0.1L,0.2L,0.3L,0.1L
Structural Analysis,Approximate Analysis in Trusses and Vertical Loads on Building Frames,"In cases of girders, It is assumed that it:-",Does support axial force,Does not support axial force,Does not support shear force,Does not support axial and shear force,Does not support axial force
Structural Analysis,Additional Remarks on the Force Method of Analysis,Flexibility coefficients depend upon loading of the primary structure. State whether the above statement is true or false ,true,false,w AnswerAnswer: b,lanation: It does not depend upon loading of the primary structure.,n
Structural Analysis,Additional Remarks on the Force Method of Analysis,How many compatibility equations should be written if we have n no. of redundant reactions?,n – 1,n,n + 1,n + 2,symmetric
Structural Analysis,Additional Remarks on the Force Method of Analysis,Flexibility matrix is always:-,symmetric,non-symmetric,anti-symmetric,depends upon loads applied,near main diagonal
Structural Analysis,Additional Remarks on the Force Method of Analysis,Numerical accuracy of solution increases if flexibility coefficients with larger values are located:-,near main diagonal,near edges,in between,near side middles,symmetric
Structural Analysis,Additional Remarks on the Force Method of Analysis,Which of the following primary structure is best for computational purposes?,symmetric,non-symmetric,anti-symmetric,depends upon loads applied,as similar as possible
Structural Analysis,Additional Remarks on the Force Method of Analysis,"For computational purposes, deflected primary structure ans actual structure should be ___________",as different as possible,as similar as possible,it doesn’t matter,in between,w AnswerAnswer: b
Structural Analysis,Additional Remarks on the Force Method of Analysis,Indeterminate analysis of a symmetrical structure is difficult from that of a non symmetric one. State whether the above statement is true or false. ,true,false,w AnswerAnswer: b,lanation: Symmetricity makes the indeterminate analysis easier.,when it develops symmetric internal loading and deflections
Structural Analysis,Additional Remarks on the Force Method of Analysis,"In general, any structure can be classified as a symmetric one :-",when its structure is symmetric,when its loading is symmetric,when its supports are symmetric,when it develops symmetric internal loading and deflections,dki
Structural Analysis,Additional Remarks on the Force Method of Analysis,"Normally, which of the following things may/may not be symmetric to develop symmetricity?",material,geometry,loading,dki,lanation: Solving one side would give modulus of deflections of other side as well.
Structural Analysis,Equivalent Lateral Force Procedure for Estimating Seismic Loads – 1,Seismic loads are directly proportional to the exposed area of the building. State whether the above statement is true or false. ,True,False,w AnswerAnswer: b,"lanation: Instead, seismic load is proportional to the distribution of mass of the building above the considered level.",Horizontal shear
